,latitude,longitude
0,4.695135,96.7493993
1,4.695135,96.7493993
2,4.695135,96.7493993
3,4.695135,96.7493993
4,4.695135,96.7493993
5,4.695135,96.7493993
6,4.695135,96.7493993
7,4.695135,96.7493993
8,4.695135,96.7493993
9,4.695135,96.7493993
10,4.695135,96.7493993
11,4.695135,96.7493993
12,4.695135,96.7493993
13,4.695135,96.7493993
14,4.695135,96.7493993
15,4.695135,96.7493993
16,4.695135,96.7493993
17,4.695135,96.7493993
18,4.695135,96.7493993
19,4.695135,96.7493993
20,4.695135,96.7493993
21,4.695135,96.7493993
22,4.695135,96.7493993
23,4.695135,96.7493993
24,4.695135,96.7493993
25,4.695135,96.7493993
26,4.695135,96.7493993
27,4.695135,96.7493993
28,4.695135,96.7493993
29,4.695135,96.7493993
30,4.695135,96.7493993
31,4.695135,96.7493993
32,4.695135,96.7493993
33,4.695135,96.7493993
34,4.695135,96.7493993
35,4.695135,96.7493993
36,4.695135,96.7493993
37,4.695135,96.7493993
38,4.695135,96.7493993
39,4.695135,96.7493993
40,4.695135,96.7493993
41,4.695135,96.7493993
42,4.695135,96.7493993
43,4.695135,96.7493993
44,4.695135,96.7493993
45,4.695135,96.7493993
46,4.695135,96.7493993
47,4.695135,96.7493993
48,4.695135,96.7493993
49,4.695135,96.7493993
50,4.695135,96.7493993
51,4.695135,96.7493993
52,4.695135,96.7493993
53,4.695135,96.7493993
54,4.695135,96.7493993
55,4.695135,96.7493993
56,4.695135,96.7493993
57,4.695135,96.7493993
58,4.695135,96.7493993
59,4.695135,96.7493993
60,4.695135,96.7493993
61,4.695135,96.7493993
62,4.695135,96.7493993
63,4.695135,96.7493993
64,4.695135,96.7493993
65,4.695135,96.7493993
66,4.695135,96.7493993
67,4.695135,96.7493993
68,4.695135,96.7493993
69,4.695135,96.7493993
70,4.695135,96.7493993
71,4.695135,96.7493993
72,4.695135,96.7493993
73,4.695135,96.7493993
74,4.695135,96.7493993
75,4.695135,96.7493993
76,4.695135,96.7493993
77,4.695135,96.7493993
78,4.695135,96.7493993
79,4.695135,96.7493993
80,4.695135,96.7493993
81,4.695135,96.7493993
82,4.695135,96.7493993
83,4.695135,96.7493993
84,4.695135,96.7493993
85,4.695135,96.7493993
86,4.695135,96.7493993
87,4.695135,96.7493993
88,4.695135,96.7493993
89,4.695135,96.7493993
90,4.695135,96.7493993
91,4.695135,96.7493993
92,4.695135,96.7493993
93,4.695135,96.7493993
94,4.695135,96.7493993
95,4.695135,96.7493993
96,4.695135,96.7493993
97,4.695135,96.7493993
98,4.695135,96.7493993
99,4.695135,96.7493993
100,4.695135,96.7493993
101,4.695135,96.7493993
102,4.695135,96.7493993
103,4.695135,96.7493993
104,4.695135,96.7493993
105,4.695135,96.7493993
106,4.695135,96.7493993
107,4.695135,96.7493993
108,4.695135,96.7493993
109,4.695135,96.7493993
110,4.695135,96.7493993
111,4.695135,96.7493993
112,4.695135,96.7493993
113,4.695135,96.7493993
114,4.695135,96.7493993
115,4.695135,96.7493993
116,4.695135,96.7493993
117,4.695135,96.7493993
118,4.695135,96.7493993
119,4.695135,96.7493993
120,4.695135,96.7493993
121,4.695135,96.7493993
122,4.695135,96.7493993
123,4.695135,96.7493993
124,4.695135,96.7493993
125,4.695135,96.7493993
126,4.695135,96.7493993
127,4.695135,96.7493993
128,4.695135,96.7493993
129,4.695135,96.7493993
130,4.695135,96.7493993
131,4.695135,96.7493993
132,4.695135,96.7493993
133,4.695135,96.7493993
134,4.695135,96.7493993
135,4.695135,96.7493993
136,4.695135,96.7493993
137,4.695135,96.7493993
138,4.695135,96.7493993
139,4.695135,96.7493993
140,4.695135,96.7493993
141,4.695135,96.7493993
142,4.695135,96.7493993
143,4.695135,96.7493993
144,4.695135,96.7493993
145,4.695135,96.7493993
146,4.695135,96.7493993
147,4.695135,96.7493993
148,4.695135,96.7493993
149,2.1153547,99.5450974
150,2.1153547,99.5450974
151,2.1153547,99.5450974
152,2.1153547,99.5450974
153,2.1153547,99.5450974
154,2.1153547,99.5450974
155,2.1153547,99.5450974
156,2.1153547,99.5450974
157,2.1153547,99.5450974
158,2.1153547,99.5450974
159,2.1153547,99.5450974
160,2.1153547,99.5450974
161,2.1153547,99.5450974
162,2.1153547,99.5450974
163,2.1153547,99.5450974
164,2.1153547,99.5450974
165,2.1153547,99.5450974
166,2.1153547,99.5450974
167,2.1153547,99.5450974
168,2.1153547,99.5450974
169,2.1153547,99.5450974
170,2.1153547,99.5450974
171,2.1153547,99.5450974
172,2.1153547,99.5450974
173,2.1153547,99.5450974
174,2.1153547,99.5450974
175,2.1153547,99.5450974
176,2.1153547,99.5450974
177,2.1153547,99.5450974
178,2.1153547,99.5450974
179,2.1153547,99.5450974
180,2.1153547,99.5450974
181,2.1153547,99.5450974
182,2.1153547,99.5450974
183,2.1153547,99.5450974
184,2.1153547,99.5450974
185,2.1153547,99.5450974
186,2.1153547,99.5450974
187,2.1153547,99.5450974
188,2.1153547,99.5450974
189,2.1153547,99.5450974
190,2.1153547,99.5450974
191,2.1153547,99.5450974
192,2.1153547,99.5450974
193,2.1153547,99.5450974
194,2.1153547,99.5450974
195,2.1153547,99.5450974
196,2.1153547,99.5450974
197,2.1153547,99.5450974
198,2.1153547,99.5450974
199,2.1153547,99.5450974
200,2.1153547,99.5450974
201,2.1153547,99.5450974
202,2.1153547,99.5450974
203,2.1153547,99.5450974
204,2.1153547,99.5450974
205,2.1153547,99.5450974
206,2.1153547,99.5450974
207,2.1153547,99.5450974
208,2.1153547,99.5450974
209,2.1153547,99.5450974
210,2.1153547,99.5450974
211,2.1153547,99.5450974
212,2.1153547,99.5450974
213,2.1153547,99.5450974
214,2.1153547,99.5450974
215,2.1153547,99.5450974
216,2.1153547,99.5450974
217,2.1153547,99.5450974
218,2.1153547,99.5450974
219,2.1153547,99.5450974
220,2.1153547,99.5450974
221,2.1153547,99.5450974
222,2.1153547,99.5450974
223,2.1153547,99.5450974
224,2.1153547,99.5450974
225,2.1153547,99.5450974
226,2.1153547,99.5450974
227,2.1153547,99.5450974
228,2.1153547,99.5450974
229,2.1153547,99.5450974
230,2.1153547,99.5450974
231,2.1153547,99.5450974
232,2.1153547,99.5450974
233,2.1153547,99.5450974
234,2.1153547,99.5450974
235,2.1153547,99.5450974
236,2.1153547,99.5450974
237,2.1153547,99.5450974
238,2.1153547,99.5450974
239,2.1153547,99.5450974
240,2.1153547,99.5450974
241,2.1153547,99.5450974
242,2.1153547,99.5450974
243,2.1153547,99.5450974
244,2.1153547,99.5450974
245,2.1153547,99.5450974
246,2.1153547,99.5450974
247,2.1153547,99.5450974
248,2.1153547,99.5450974
249,2.1153547,99.5450974
250,2.1153547,99.5450974
251,2.1153547,99.5450974
252,2.1153547,99.5450974
253,2.1153547,99.5450974
254,2.1153547,99.5450974
255,2.1153547,99.5450974
256,2.1153547,99.5450974
257,2.1153547,99.5450974
258,2.1153547,99.5450974
259,2.1153547,99.5450974
260,2.1153547,99.5450974
261,2.1153547,99.5450974
262,2.1153547,99.5450974
263,2.1153547,99.5450974
264,2.1153547,99.5450974
265,2.1153547,99.5450974
266,2.1153547,99.5450974
267,2.1153547,99.5450974
268,2.1153547,99.5450974
269,2.1153547,99.5450974
270,2.1153547,99.5450974
271,2.1153547,99.5450974
272,2.1153547,99.5450974
273,2.1153547,99.5450974
274,2.1153547,99.5450974
275,2.1153547,99.5450974
276,2.1153547,99.5450974
277,2.1153547,99.5450974
278,2.1153547,99.5450974
279,2.1153547,99.5450974
280,2.1153547,99.5450974
281,2.1153547,99.5450974
282,2.1153547,99.5450974
283,2.1153547,99.5450974
284,2.1153547,99.5450974
285,2.1153547,99.5450974
286,2.1153547,99.5450974
287,2.1153547,99.5450974
288,2.1153547,99.5450974
289,2.1153547,99.5450974
290,2.1153547,99.5450974
291,2.1153547,99.5450974
292,2.1153547,99.5450974
293,2.1153547,99.5450974
294,2.1153547,99.5450974
295,2.1153547,99.5450974
296,2.1153547,99.5450974
297,2.1153547,99.5450974
298,2.1153547,99.5450974
299,2.1153547,99.5450974
300,2.1153547,99.5450974
301,2.1153547,99.5450974
302,2.1153547,99.5450974
303,2.1153547,99.5450974
304,2.1153547,99.5450974
305,2.1153547,99.5450974
306,2.1153547,99.5450974
307,2.1153547,99.5450974
308,2.1153547,99.5450974
309,2.1153547,99.5450974
310,2.1153547,99.5450974
311,2.1153547,99.5450974
312,2.1153547,99.5450974
313,2.1153547,99.5450974
314,2.1153547,99.5450974
315,2.1153547,99.5450974
316,2.1153547,99.5450974
317,2.1153547,99.5450974
318,2.1153547,99.5450974
319,2.1153547,99.5450974
320,2.1153547,99.5450974
321,2.1153547,99.5450974
322,2.1153547,99.5450974
323,2.1153547,99.5450974
324,2.1153547,99.5450974
325,2.1153547,99.5450974
326,2.1153547,99.5450974
327,2.1153547,99.5450974
328,2.1153547,99.5450974
329,2.1153547,99.5450974
330,2.1153547,99.5450974
331,2.1153547,99.5450974
332,2.1153547,99.5450974
333,2.1153547,99.5450974
334,2.1153547,99.5450974
335,2.1153547,99.5450974
336,2.1153547,99.5450974
337,2.1153547,99.5450974
338,2.1153547,99.5450974
339,2.1153547,99.5450974
340,2.1153547,99.5450974
341,2.1153547,99.5450974
342,2.1153547,99.5450974
343,2.1153547,99.5450974
344,2.1153547,99.5450974
345,2.1153547,99.5450974
346,2.1153547,99.5450974
347,2.1153547,99.5450974
348,2.1153547,99.5450974
349,2.1153547,99.5450974
350,2.1153547,99.5450974
351,2.1153547,99.5450974
352,2.1153547,99.5450974
353,2.1153547,99.5450974
354,2.1153547,99.5450974
355,2.1153547,99.5450974
356,2.1153547,99.5450974
357,2.1153547,99.5450974
358,2.1153547,99.5450974
359,2.1153547,99.5450974
360,2.1153547,99.5450974
361,2.1153547,99.5450974
362,2.1153547,99.5450974
363,2.1153547,99.5450974
364,2.1153547,99.5450974
365,2.1153547,99.5450974
366,2.1153547,99.5450974
367,2.1153547,99.5450974
368,2.1153547,99.5450974
369,2.1153547,99.5450974
370,2.1153547,99.5450974
371,2.1153547,99.5450974
372,2.1153547,99.5450974
