,latitude,longitude
373,2.1153547,99.5450974
374,2.1153547,99.5450974
375,2.1153547,99.5450974
376,2.1153547,99.5450974
377,2.1153547,99.5450974
378,2.1153547,99.5450974
379,2.1153547,99.5450974
380,-0.7399397,100.8000051
381,-0.7399397,100.8000051
382,-0.7399397,100.8000051
383,-0.7399397,100.8000051
384,-0.7399397,100.8000051
385,-0.7399397,100.8000051
386,-0.7399397,100.8000051
387,-0.7399397,100.8000051
388,-0.7399397,100.8000051
389,-0.7399397,100.8000051
390,-0.7399397,100.8000051
391,-0.7399397,100.8000051
392,-0.7399397,100.8000051
393,-0.7399397,100.8000051
394,-0.7399397,100.8000051
395,-0.7399397,100.8000051
396,-0.7399397,100.8000051
397,-0.7399397,100.8000051
398,-0.7399397,100.8000051
399,-0.7399397,100.8000051
400,-0.7399397,100.8000051
401,-0.7399397,100.8000051
402,-0.7399397,100.8000051
403,-0.7399397,100.8000051
404,-0.7399397,100.8000051
405,-0.7399397,100.8000051
406,-0.7399397,100.8000051
407,-0.7399397,100.8000051
408,-0.7399397,100.8000051
409,-0.7399397,100.8000051
410,-0.7399397,100.8000051
411,-0.7399397,100.8000051
412,-0.7399397,100.8000051
413,-0.7399397,100.8000051
414,-0.7399397,100.8000051
415,-0.7399397,100.8000051
416,-0.7399397,100.8000051
417,-0.7399397,100.8000051
418,-0.7399397,100.8000051
419,-0.7399397,100.8000051
420,-0.7399397,100.8000051
421,-0.7399397,100.8000051
422,-0.7399397,100.8000051
423,-0.7399397,100.8000051
424,-0.7399397,100.8000051
425,-0.7399397,100.8000051
426,-0.7399397,100.8000051
427,-0.7399397,100.8000051
428,-0.7399397,100.8000051
429,-0.7399397,100.8000051
430,-0.7399397,100.8000051
431,-0.7399397,100.8000051
432,-0.7399397,100.8000051
433,-0.7399397,100.8000051
434,-0.7399397,100.8000051
435,-0.7399397,100.8000051
436,-0.7399397,100.8000051
437,-0.7399397,100.8000051
438,-0.7399397,100.8000051
439,-0.7399397,100.8000051
440,-0.7399397,100.8000051
441,-0.7399397,100.8000051
442,-0.7399397,100.8000051
443,-0.7399397,100.8000051
444,-0.7399397,100.8000051
445,-0.7399397,100.8000051
446,-0.7399397,100.8000051
447,-0.7399397,100.8000051
448,-0.7399397,100.8000051
449,-0.7399397,100.8000051
450,-0.7399397,100.8000051
451,-0.7399397,100.8000051
452,-0.7399397,100.8000051
453,-0.7399397,100.8000051
454,-0.7399397,100.8000051
455,-0.7399397,100.8000051
456,-0.7399397,100.8000051
457,-0.7399397,100.8000051
458,-0.7399397,100.8000051
459,-0.7399397,100.8000051
460,-0.7399397,100.8000051
461,-0.7399397,100.8000051
462,-0.7399397,100.8000051
463,-0.7399397,100.8000051
464,-0.7399397,100.8000051
465,-0.7399397,100.8000051
466,-0.7399397,100.8000051
467,-0.7399397,100.8000051
468,-0.7399397,100.8000051
469,-0.7399397,100.8000051
470,-0.7399397,100.8000051
471,-0.7399397,100.8000051
472,-0.7399397,100.8000051
473,-0.7399397,100.8000051
474,-0.7399397,100.8000051
475,-0.7399397,100.8000051
476,-0.7399397,100.8000051
477,-0.7399397,100.8000051
478,-0.7399397,100.8000051
479,-0.7399397,100.8000051
480,-0.7399397,100.8000051
481,-0.7399397,100.8000051
482,-0.7399397,100.8000051
483,-0.7399397,100.8000051
484,-0.7399397,100.8000051
485,-0.7399397,100.8000051
486,-0.7399397,100.8000051
487,-0.7399397,100.8000051
488,-0.7399397,100.8000051
489,-0.7399397,100.8000051
490,-0.7399397,100.8000051
491,-0.7399397,100.8000051
492,-0.7399397,100.8000051
493,-0.7399397,100.8000051
494,-0.7399397,100.8000051
495,-0.7399397,100.8000051
496,-0.7399397,100.8000051
497,-0.7399397,100.8000051
498,-0.7399397,100.8000051
499,-0.7399397,100.8000051
500,-0.7399397,100.8000051
501,-0.7399397,100.8000051
502,-0.7399397,100.8000051
503,-0.7399397,100.8000051
504,-0.7399397,100.8000051
505,-0.7399397,100.8000051
506,-0.7399397,100.8000051
507,-0.7399397,100.8000051
508,-0.7399397,100.8000051
509,-0.7399397,100.8000051
510,-0.7399397,100.8000051
511,-0.7399397,100.8000051
512,-0.7399397,100.8000051
513,-0.7399397,100.8000051
514,-0.7399397,100.8000051
515,-0.7399397,100.8000051
516,-0.7399397,100.8000051
517,-0.7399397,100.8000051
518,-0.7399397,100.8000051
519,-0.7399397,100.8000051
520,-0.7399397,100.8000051
521,-0.7399397,100.8000051
522,-0.7399397,100.8000051
523,-0.7399397,100.8000051
524,-0.7399397,100.8000051
525,-0.7399397,100.8000051
526,-0.7399397,100.8000051
527,-0.7399397,100.8000051
528,-0.7399397,100.8000051
529,-0.7399397,100.8000051
530,0.2933469,101.7068294
531,0.2933469,101.7068294
532,0.2933469,101.7068294
533,0.2933469,101.7068294
534,0.2933469,101.7068294
535,0.2933469,101.7068294
536,0.2933469,101.7068294
537,0.2933469,101.7068294
538,0.2933469,101.7068294
539,0.2933469,101.7068294
540,0.2933469,101.7068294
541,0.2933469,101.7068294
542,0.2933469,101.7068294
543,0.2933469,101.7068294
544,0.2933469,101.7068294
545,0.2933469,101.7068294
546,0.2933469,101.7068294
547,0.2933469,101.7068294
548,0.2933469,101.7068294
549,0.2933469,101.7068294
550,0.2933469,101.7068294
551,0.2933469,101.7068294
552,0.2933469,101.7068294
553,0.2933469,101.7068294
554,0.2933469,101.7068294
555,0.2933469,101.7068294
556,0.2933469,101.7068294
557,0.2933469,101.7068294
558,0.2933469,101.7068294
559,0.2933469,101.7068294
560,0.2933469,101.7068294
561,0.2933469,101.7068294
562,0.2933469,101.7068294
563,0.2933469,101.7068294
564,0.2933469,101.7068294
565,0.2933469,101.7068294
566,0.2933469,101.7068294
567,0.2933469,101.7068294
568,0.2933469,101.7068294
569,0.2933469,101.7068294
570,0.2933469,101.7068294
571,0.2933469,101.7068294
572,0.2933469,101.7068294
573,0.2933469,101.7068294
574,0.2933469,101.7068294
575,0.2933469,101.7068294
576,0.2933469,101.7068294
577,0.2933469,101.7068294
578,0.2933469,101.7068294
579,0.2933469,101.7068294
580,0.2933469,101.7068294
581,0.2933469,101.7068294
582,0.2933469,101.7068294
583,0.2933469,101.7068294
584,0.2933469,101.7068294
585,0.2933469,101.7068294
586,0.2933469,101.7068294
587,0.2933469,101.7068294
588,0.2933469,101.7068294
589,0.2933469,101.7068294
590,0.2933469,101.7068294
591,0.2933469,101.7068294
592,0.2933469,101.7068294
593,0.2933469,101.7068294
594,0.2933469,101.7068294
595,0.2933469,101.7068294
596,0.2933469,101.7068294
597,0.2933469,101.7068294
598,0.2933469,101.7068294
599,0.2933469,101.7068294
600,0.2933469,101.7068294
601,0.2933469,101.7068294
602,0.2933469,101.7068294
603,0.2933469,101.7068294
604,0.2933469,101.7068294
605,0.2933469,101.7068294
606,0.2933469,101.7068294
607,0.2933469,101.7068294
608,0.2933469,101.7068294
609,0.2933469,101.7068294
610,0.2933469,101.7068294
611,0.2933469,101.7068294
612,0.2933469,101.7068294
613,0.2933469,101.7068294
614,0.2933469,101.7068294
615,0.2933469,101.7068294
616,0.2933469,101.7068294
617,0.2933469,101.7068294
618,0.2933469,101.7068294
619,0.2933469,101.7068294
620,0.2933469,101.7068294
621,0.2933469,101.7068294
622,0.2933469,101.7068294
623,0.2933469,101.7068294
624,0.2933469,101.7068294
625,0.2933469,101.7068294
626,0.2933469,101.7068294
627,0.2933469,101.7068294
628,0.2933469,101.7068294
629,0.2933469,101.7068294
630,0.2933469,101.7068294
631,0.2933469,101.7068294
632,0.2933469,101.7068294
633,0.2933469,101.7068294
634,0.2933469,101.7068294
635,0.2933469,101.7068294
636,0.2933469,101.7068294
637,0.2933469,101.7068294
638,0.2933469,101.7068294
639,0.2933469,101.7068294
640,0.2933469,101.7068294
641,0.2933469,101.7068294
642,0.2933469,101.7068294
643,0.2933469,101.7068294
644,0.2933469,101.7068294
645,0.2933469,101.7068294
646,0.2933469,101.7068294
647,0.2933469,101.7068294
648,0.2933469,101.7068294
649,0.2933469,101.7068294
650,0.2933469,101.7068294
651,0.2933469,101.7068294
652,0.2933469,101.7068294
653,-1.4851831,102.4380581
654,-1.4851831,102.4380581
655,-1.4851831,102.4380581
656,-1.4851831,102.4380581
657,-1.4851831,102.4380581
658,-1.4851831,102.4380581
659,-1.4851831,102.4380581
660,-1.4851831,102.4380581
661,-1.4851831,102.4380581
662,-1.4851831,102.4380581
663,-1.4851831,102.4380581
664,-1.4851831,102.4380581
665,-1.4851831,102.4380581
666,-1.4851831,102.4380581
667,-1.4851831,102.4380581
668,-1.4851831,102.4380581
669,-1.4851831,102.4380581
670,-1.4851831,102.4380581
671,-1.4851831,102.4380581
672,-1.4851831,102.4380581
673,-1.4851831,102.4380581
674,-1.4851831,102.4380581
675,-1.4851831,102.4380581
676,-1.4851831,102.4380581
677,-1.4851831,102.4380581
678,-1.4851831,102.4380581
679,-1.4851831,102.4380581
680,-1.4851831,102.4380581
681,-1.4851831,102.4380581
682,-1.4851831,102.4380581
683,-1.4851831,102.4380581
684,-1.4851831,102.4380581
685,-1.4851831,102.4380581
686,-1.4851831,102.4380581
687,-1.4851831,102.4380581
688,-1.4851831,102.4380581
689,-1.4851831,102.4380581
690,-1.4851831,102.4380581
691,-1.4851831,102.4380581
692,-1.4851831,102.4380581
693,-1.4851831,102.4380581
694,-1.4851831,102.4380581
695,-1.4851831,102.4380581
696,-1.4851831,102.4380581
697,-1.4851831,102.4380581
698,-1.4851831,102.4380581
699,-1.4851831,102.4380581
700,-1.4851831,102.4380581
701,-1.4851831,102.4380581
702,-1.4851831,102.4380581
703,-1.4851831,102.4380581
704,-1.4851831,102.4380581
705,-1.4851831,102.4380581
706,-1.4851831,102.4380581
707,-1.4851831,102.4380581
708,-1.4851831,102.4380581
709,-1.4851831,102.4380581
710,-1.4851831,102.4380581
711,-1.4851831,102.4380581
712,-1.4851831,102.4380581
713,-1.4851831,102.4380581
714,-1.4851831,102.4380581
715,-1.4851831,102.4380581
716,-1.4851831,102.4380581
717,-1.4851831,102.4380581
718,-1.4851831,102.4380581
719,-1.4851831,102.4380581
720,-1.4851831,102.4380581
721,-1.4851831,102.4380581
722,-1.4851831,102.4380581
723,-1.4851831,102.4380581
724,-1.4851831,102.4380581
725,-1.4851831,102.4380581
726,-1.4851831,102.4380581
727,-1.4851831,102.4380581
728,-1.4851831,102.4380581
729,-1.4851831,102.4380581
730,-1.4851831,102.4380581
731,-1.4851831,102.4380581
732,-1.4851831,102.4380581
733,-1.4851831,102.4380581
734,-1.4851831,102.4380581
735,-1.4851831,102.4380581
736,-1.4851831,102.4380581
737,-1.4851831,102.4380581
738,-1.4851831,102.4380581
739,-1.4851831,102.4380581
740,-1.4851831,102.4380581
741,-1.4851831,102.4380581
742,-1.4851831,102.4380581
743,-1.4851831,102.4380581
744,-1.4851831,102.4380581
745,-1.4851831,102.4380581
746,-1.4851831,102.4380581
747,-1.4851831,102.4380581
748,-1.4851831,102.4380581
749,-1.4851831,102.4380581
750,-1.4851831,102.4380581
751,-1.4851831,102.4380581
752,-1.4851831,102.4380581
753,-1.4851831,102.4380581
754,-1.4851831,102.4380581
755,-1.4851831,102.4380581
756,-1.4851831,102.4380581
757,-1.4851831,102.4380581
758,-1.4851831,102.4380581
759,-1.4851831,102.4380581
760,-1.4851831,102.4380581
761,-1.4851831,102.4380581
762,-1.4851831,102.4380581
763,-1.4851831,102.4380581
764,-1.4851831,102.4380581
765,-1.4851831,102.4380581
766,-1.4851831,102.4380581
767,-1.4851831,102.4380581
768,-1.4851831,102.4380581
769,-1.4851831,102.4380581
770,-1.4851831,102.4380581
771,-1.4851831,102.4380581
772,-1.4851831,102.4380581
773,-1.4851831,102.4380581
774,-1.4851831,102.4380581
775,-1.4851831,102.4380581
776,-1.4851831,102.4380581
777,-1.4851831,102.4380581
778,-1.4851831,102.4380581
779,-1.4851831,102.4380581
780,-1.4851831,102.4380581
781,-1.4851831,102.4380581
782,-1.4851831,102.4380581
783,-1.4851831,102.4380581
784,-1.4851831,102.4380581
785,-1.4851831,102.4380581
786,-1.4851831,102.4380581
787,-3.3194374,103.914399
788,-3.3194374,103.914399
789,-3.3194374,103.914399
790,-3.3194374,103.914399
791,-3.3194374,103.914399
792,-3.3194374,103.914399
793,-3.3194374,103.914399
794,-3.3194374,103.914399
795,-3.3194374,103.914399
796,-3.3194374,103.914399
797,-3.3194374,103.914399
798,-3.3194374,103.914399
799,-3.3194374,103.914399
800,-3.3194374,103.914399
801,-3.3194374,103.914399
802,-3.3194374,103.914399
803,-3.3194374,103.914399
804,-3.3194374,103.914399
805,-3.3194374,103.914399
806,-3.3194374,103.914399
807,-3.3194374,103.914399
808,-3.3194374,103.914399
809,-3.3194374,103.914399
810,-3.3194374,103.914399
811,-3.3194374,103.914399
812,-3.3194374,103.914399
813,-3.3194374,103.914399
814,-3.3194374,103.914399
815,-3.3194374,103.914399
816,-3.3194374,103.914399
817,-3.3194374,103.914399
818,-3.3194374,103.914399
819,-3.3194374,103.914399
820,-3.3194374,103.914399
821,-3.3194374,103.914399
822,-3.3194374,103.914399
823,-3.3194374,103.914399
824,-3.3194374,103.914399
825,-3.3194374,103.914399
826,-3.3194374,103.914399
827,-3.3194374,103.914399
828,-3.3194374,103.914399
829,-3.3194374,103.914399
830,-3.3194374,103.914399
831,-3.3194374,103.914399
832,-3.3194374,103.914399
833,-3.3194374,103.914399
834,-3.3194374,103.914399
835,-3.3194374,103.914399
836,-3.3194374,103.914399
837,-3.3194374,103.914399
838,-3.3194374,103.914399
839,-3.3194374,103.914399
840,-3.3194374,103.914399
841,-3.3194374,103.914399
842,-3.3194374,103.914399
843,-3.3194374,103.914399
844,-3.3194374,103.914399
845,-3.3194374,103.914399
846,-3.3194374,103.914399
847,-3.3194374,103.914399
848,-3.3194374,103.914399
849,-3.3194374,103.914399
850,-3.3194374,103.914399
851,-3.3194374,103.914399
852,-3.3194374,103.914399
853,-3.3194374,103.914399
854,-3.3194374,103.914399
855,-3.3194374,103.914399
856,-3.3194374,103.914399
857,-3.3194374,103.914399
858,-3.3194374,103.914399
859,-3.3194374,103.914399
860,-3.3194374,103.914399
861,-3.3194374,103.914399
862,-3.3194374,103.914399
863,-3.3194374,103.914399
864,-3.3194374,103.914399
865,-3.3194374,103.914399
866,-3.3194374,103.914399
867,-3.3194374,103.914399
868,-3.3194374,103.914399
869,-3.3194374,103.914399
870,-3.3194374,103.914399
871,-3.3194374,103.914399
872,-3.3194374,103.914399
873,-3.3194374,103.914399
874,-3.3194374,103.914399
875,-3.3194374,103.914399
876,-3.3194374,103.914399
877,-3.3194374,103.914399
878,-3.3194374,103.914399
879,-3.3194374,103.914399
880,-3.3194374,103.914399
881,-3.3194374,103.914399
882,-3.3194374,103.914399
883,-3.3194374,103.914399
884,-3.3194374,103.914399
885,-3.3194374,103.914399
886,-3.3194374,103.914399
887,-3.3194374,103.914399
888,-3.3194374,103.914399
889,-3.3194374,103.914399
890,-3.3194374,103.914399
891,-3.3194374,103.914399
892,-3.3194374,103.914399
893,-3.3194374,103.914399
894,-3.3194374,103.914399
895,-3.3194374,103.914399
896,-3.3194374,103.914399
897,-3.3194374,103.914399
898,-3.3194374,103.914399
899,-3.3194374,103.914399
900,-3.3194374,103.914399
901,-3.3194374,103.914399
902,-3.3194374,103.914399
903,-3.3194374,103.914399
904,-3.3194374,103.914399
905,-3.3194374,103.914399
906,-3.3194374,103.914399
907,-3.3194374,103.914399
908,-3.3194374,103.914399
909,-3.3194374,103.914399
910,-3.3194374,103.914399
911,-3.3194374,103.914399
912,-3.3194374,103.914399
913,-3.3194374,103.914399
914,-3.3194374,103.914399
915,-3.3194374,103.914399
916,-3.3194374,103.914399
917,-3.3194374,103.914399
918,-3.3194374,103.914399
919,-3.3194374,103.914399
920,-3.3194374,103.914399
921,-3.3194374,103.914399
922,-3.3194374,103.914399
923,-3.3194374,103.914399
924,-3.3194374,103.914399
925,-3.3194374,103.914399
926,-3.3194374,103.914399
927,-3.3194374,103.914399
928,-3.3194374,103.914399
929,-3.3194374,103.914399
930,-3.3194374,103.914399
931,-3.3194374,103.914399
932,-3.3194374,103.914399
933,-3.3194374,103.914399
934,-3.5778471,102.3463875
935,-3.5778471,102.3463875
936,-3.5778471,102.3463875
937,-3.5778471,102.3463875
938,-3.5778471,102.3463875
939,-3.5778471,102.3463875
940,-3.5778471,102.3463875
941,-3.5778471,102.3463875
942,-3.5778471,102.3463875
943,-3.5778471,102.3463875
944,-3.5778471,102.3463875
945,-3.5778471,102.3463875
946,-3.5778471,102.3463875
947,-3.5778471,102.3463875
948,-3.5778471,102.3463875
949,-3.5778471,102.3463875
950,-3.5778471,102.3463875
951,-3.5778471,102.3463875
952,-3.5778471,102.3463875
953,-3.5778471,102.3463875
954,-3.5778471,102.3463875
955,-3.5778471,102.3463875
956,-3.5778471,102.3463875
957,-3.5778471,102.3463875
958,-3.5778471,102.3463875
959,-3.5778471,102.3463875
960,-3.5778471,102.3463875
961,-3.5778471,102.3463875
962,-3.5778471,102.3463875
963,-3.5778471,102.3463875
964,-3.5778471,102.3463875
965,-3.5778471,102.3463875
966,-3.5778471,102.3463875
967,-3.5778471,102.3463875
968,-3.5778471,102.3463875
969,-3.5778471,102.3463875
970,-3.5778471,102.3463875
971,-3.5778471,102.3463875
972,-3.5778471,102.3463875
973,-3.5778471,102.3463875
974,-3.5778471,102.3463875
975,-3.5778471,102.3463875
976,-3.5778471,102.3463875
977,-3.5778471,102.3463875
978,-3.5778471,102.3463875
979,-3.5778471,102.3463875
980,-3.5778471,102.3463875
981,-3.5778471,102.3463875
982,-3.5778471,102.3463875
983,-3.5778471,102.3463875
984,-3.5778471,102.3463875
